Name,year,age,event,category1,category2,Occupation,Career/Personal Life
Rupert Murdoch,2006,75,"In a later interview in July 2006, when Rupert Murdoch was asked what Rupert Murdoch thought of new Conservative leader David Cameron, Rupert Murdoch replied ""Not much"".",Activities in the United Kingdom,Political activities in United Kingdom,Business,Personal Life
Rupert Murdoch,2011,80,"In July 2011, Rupert Murdoch, along with his youngest son James, provided testimony before a British parliamentary committee regarding phone hacking.",News International phone hacking scandal,,Business,Personal Life
Rupert Murdoch,2012,81,"On 1 May 2012, the Culture, Media and Sport Committee issued a report stating that Rupert Murdoch was ""not a fit person to exercise the stewardship of a major international company"".",News International phone hacking scandal,,Business,Personal Life
Rupert Murdoch,1973,42,"Rupert Murdoch made Rupert Murdoch's first acquisition in the United States in 1973, when Rupert Murdoch purchased the San Antonio Express-News.",Activities in the United States,,Business,Personal Life
Rupert Murdoch,2008,77,"In a 2008 interview with Walt Mossberg, Rupert Murdoch was asked whether Rupert Murdoch had ""anything to do with the New York Post's endorsement of Barack Obama in the democratic primaries"".",Activities in the United States,Political activities in the United States,Business,Personal Life
Rupert Murdoch,2011,80,Rupert Murdoch is also a supporter of the Stop Online Piracy Act and Protect Intellectual Property Act.Rupert Murdoch was reported in 2011 as advocating more open immigration policies in western nations generally.,Activities in the United States,Political activities in the United States,Business,Personal Life
Rupert Murdoch,2012,81,"In the 2012 US presidential election, Rupert Murdoch was critical of the competence of Mitt Romney's team but was nonetheless strongly supportive of a Republican victory, tweeting: ""Of course Rupert Murdoch want him [Romney] to win, save us from socialism, etc.""In October 2015, Rupert Murdoch stirred controversy when Rupert Murdoch praised Republican presidential candidate Ben Carson and referenced President Barack Obama, tweeting, ""Republican presidential candidate Ben Carson terrific.",Activities in the United States,Political activities in the United States,Business,Personal Life
Rupert Murdoch,2003,72,"In 2003, Rupert Murdoch bought ""Rosehearty"", an 11 bedroom home on a 5-acre waterfront estate in Centre Island, New York.",Personal life,Residence,Business,Career
Rupert Murdoch,1998,67,"In January 1998, three months before the announcement of Rupert Murdoch's separation from Anna Torv, a Scottish-born cadet journalist working for his Sydney newspaper The Daily Mirror, Rupert Murdoch was made a Knight Commander of the Order of Saint Gregory the Great (KSG), a papal honour awarded by Pope John Paul II.",Personal life,Marriages,Business,Career
Rupert Murdoch,2016,85,"On 4 March 2016, Rupert Murdoch, a week short of Rupert Murdoch's 85th birthday, and former model Jerry Hall were married in London, UK, at St Bride's, Fleet Street with a reception at Spencer House; married was Rupert Murdoch's fourth marriage.",Personal life,Marriages,Business,Career
Paramahansa Yogananda,1910,17,"Paramahansa Yogananda began praying for guidance; in 1910, Paramahansa Yogananda's seeking after various teachers mostly ended when, at the age of 17, Paramahansa Yogananda met his guru, Swami Sri Yukteswar Giri; at that time a sacred amulet mysteriously vanished, having served a sacred amulet's spiritual purpose.",Biography,Youth and discipleship,Politics,Career
Paramahansa Yogananda,1920,27,"Paramahansa Yogananda lived in America from 1920 to 1952, interrupted by an extended trip abroad in 1935â1936, and through Paramahansa Yogananda's disciples Paramahansa Yogananda developed various temples and meditation centers around the world.[0",Biography,Teaching in America,Politics,Career
Paramahansa Yogananda,1929,36,"In 1929, Paramahansa Yogananda was sued by his long-time friend Basu Kumar Bagchi, who had been initiated as Swami Dhirananda by Yogananda in 1911 and had come to help Yogananda teach in America.",Biography,Teaching in America,Politics,Career
Paramahansa Yogananda,1935,42,"In August 1935, Paramahansa Yogananda arrived in India at the port of Mumbai, then called Bombay, and due to Paramahansa Yogananda's fame in America, many photographers and journalists came to meet Paramahansa Yogananda during Paramahansa Yogananda's short stay at the Taj Mahal Hotel.",Biography,"Visit to India, 1935â1936",Politics,Career
Paramahansa Yogananda,1936,43,"During Paramahansa Yogananda's stay in India, Paramahansa Yogananda saw Paramahansa Yogananda's Ranchi boys' school become legally incorporated, and took a touring group to visit various locales: the Taj Mahal in Agra, the Chamundeshwari Temple in Mysore, Allahabad for the Kumbh Mela of January 1936, and Brindaban to visit an exalted disciple of Lahiri Mahasaya, Swami Keshabananda.Paramahansa Yogananda",Biography,"Visit to India, 1935â1936",Politics,Career
Paramahansa Yogananda,1920,27,"In 1920 ""Paramahansa Yogananda was invited to serve as India's delegate to an International Congress of Religious Liberals convening in Boston.",Teachings,,Politics,Career
Paramahansa Yogananda,1917,24,Paramahansa Yogananda founded Yogoda Satsanga Society of India (YSS) in 1917 and then expanded Yogoda Satsanga Society of India (YSS) in 1920 to the United States naming Yogoda Satsanga Society of India (YSS) the Self-Realization Fellowship.,Legacy,Self-Realization Fellowship/Yogoda Satsanga Society of India,Politics,Personal Life
Tim Berners-Lee,2009,54,"In April 2009, Tim Berners-Lee was elected as Foreign Associate of the National Academy of Sciences.[0",summary,,Academics,Personal Life
Tim Berners-Lee,2011,56,"In 2011, Tim Berners-Lee was named as a member of the board of trustees of the Ford Foundation.",summary,,Academics,Personal Life
Tim Berners-Lee,2004,49,"In 2004, Tim Berners-Lee was knighted by Queen Elizabeth II for Tim Berners-Lee's pioneering work.",summary,,Academics,Personal Life
Tim Berners-Lee,1955,0,"Tim Berners-Lee was born on 8 June 1955 in London, England, the eldest of the four children of Mary Lee Woods and Conway Berners-Lee; Tim Berners-Lee's brother Mike is a professor of ecology and climate change management.",Early life and education,,Academics,Career
Tim Berners-Lee,1969,14,"Tim Berners-Lee attended Sheen Mount Primary School, and then went on to attend south-west London's Emanuel School from 1969 to 1973, at the time a direct grant grammar school, which became an independent school in 1975.",Early life and education,,Academics,Career
Tim Berners-Lee,2009,54,"In a Times article in October 2009, Tim Berners-Lee admitted that the initial pair of slashes (""//"") in a web address were ""unnecessary"".",Career and research,,Academics,Personal Life
Tim Berners-Lee,2004,49,"Tim Berners-Lee was knighted by Queen Elizabeth II in the 2004 New Year Honours ""for services to the global development of the World Wide Web"", and was invested formally on 16 July 2004.On 13 June 2007",Career and research,Awards and honours,Academics,Personal Life
Tim Berners-Lee,2004,49,"Tim Berners-Lee was also elected as a member into the American Philosophical Society in 2004 and the National Academy of Engineering in Tim Berners-Lee has been conferred honorary degrees from a number of universities around the world, including Manchester (Tim Berners-Lee's parents worked on the Manchester Mark 1 in the 1940s), Harvard and Yale.",Career and research,Awards and honours,Academics,Personal Life
Tim Berners-Lee,2013,58,"In 2013, Tim Berners-Lee was awarded the inaugural Queen Elizabeth Prize for Engineering.",Career and research,Awards and honours,Academics,Personal Life
Barack Obama,2005,44,"Barack Obama previously served as a U.S. senator representing Illinois from 2005 to 2008, as an Illinois state senator from 1997 to 2004, and as a civil rights lawyer and university lecturer.",summary,,Politics,Personal Life
Barack Obama,1997,36,"Barack Obama represented the 13th district in the Illinois Senate from 1997 until 2004, when Barack Obama successfully ran for the U.S. Senate.",summary,,Politics,Personal Life
Barack Obama,2008,47,"In 2008, after a close primary campaign against Hillary Clinton, Barack Obama was nominated by the Democratic Party for president and chose Joe Biden as Barack Obama's running mate.",summary,,Politics,Personal Life
Barack Obama,2009,48,"Barack Obama was elected president, defeating Republican nominee John McCain in the presidential election and was inaugurated on January 20, 2009.",summary,,Politics,Career
Barack Obama,2009,48,"Nine months later Barack Obama was named the 2009 Nobel Peace Prize laureate, named.Barack Obama's",summary,,Politics,Career
Barack Obama,2013,52,"After winning re-election by defeating Republican opponent Mitt Romney, Barack Obama was sworn in for a second term on January 20, 2013.",summary,,Politics,Career
Barack Obama,1995,34,"Outside of politics, Barack Obama has published three bestselling books: Dreams from My Father (1995), The Audacity of Hope (2006) and A Promised Land (2020).",summary,,Politics,Personal Life
Barack Obama,2010,49,"Rankings by scholars and historians, in which Barack Obama has been featured since 2010, place Barack Obama in the middle to upper tier of American presidents.",summary,,Politics,Career
Barack Obama,1961,0,"Barack Obama was born on August 4, 1961, at Kapiolani Medical Center for Women and Children in Honolulu, Hawaii.",Early life and career,,Politics,Personal Life
Barack Obama,1961,0,"an American mother and a Kenyan father married in Wailuku, Hawaii, on February 2, 1961, six months before Barack Obama was born.",Early life and career,,Politics,Personal Life
Barack Obama,1961,0,"In late August 1961, a few weeks after Barack Obama was born, Obama's father, Barack Obama Sr. (1934â1982) His mother, Ann Dunham (1942â1995), moved to the University of Washington in Seattle, where an American mother and a Kenyan father lived for a year.",Early life and career,,Politics,Personal Life
Barack Obama,1934,-27,"Obama's father, Barack Obama Sr. (1934â1982) visited Obama's father, Barack Obama Sr. (1934â1982)'s in Hawaii only once, at Christmas 1971, before Obama's father, Barack Obama Sr. (1934â1982) was killed in an automobile accident in 1982, when Barack Obama was 21 years old.",Early life and career,,Politics,Personal Life
Barack Obama,1975,14,"Barack Obama chose to stay in Hawaii when his mother and half-sister, Maya Soetoro, returned to Indonesia in 1975, so his mother could begin anthropology field work.",Early life and career,Education,Politics,Personal Life
Barack Obama,1985,24,"After graduating, Barack Obama worked for about a year at the Business International Corporation, where Barack Obama was a financial researcher and writer, then as a project coordinator for the New York Public Interest Research Group on the City College of New York campus for three months in 1985.Two",Early life and career,Education,Politics,Personal Life
Barack Obama,1991,30,"In 1991, Barack Obama accepted a two-year position as Visiting Law and Government Fellow at the University of Chicago Law School to work on Barack Obama's first book.",Early life and career,Education,Politics,Personal Life
Barack Obama,1989,28,"In June 1989, Barack Obama met Michelle Robinson when Barack Obama was employed as a summer associate at the Chicago law firm of Sidley Austin.",Early life and career,Family and personal life,Politics,Personal Life
Barack Obama,2010,49,"On Barack Obama's 2010 income of $1.7Â million, Barack Obama gave 14 percent to non-profit organizations, including $131,000 to Fisher House Foundation, a charity assisting wounded veterans' families, allowing wounded veterans' families to reside near where the veteran is receiving medical treatments.",Early life and career,Family and personal life,Politics,Personal Life
Barack Obama,2012,51,"Per Barack Obama's 2012 financial disclosure, Barack Obama may be worth as much as $10Â million.",Early life and career,Family and personal life,Politics,Personal Life
Barack Obama,1987,26,Barack Obama met Trinity United Church of Christ pastor Jeremiah Wright in October 1987 and became a member of Trinity United Church of Christ pastor Jeremiah Wright in 1992.,Early life and career,Religious views,Politics,Personal Life
Barack Obama,1994,33,"In 1994, Barack Obama was listed as one of the lawyers in Buycks-Roberson v. Citibank Fed. Sav. Bank, 94 C 4094 (N.D. Ill.).",Legal career,Civil rights attorney,Politics,Personal Life
