,0,1,2,3
382,1946,"In 1946, he was in America for nearly three months from early January to late March.",Leader of the Opposition: 1945–1951,"""Iron Curtain"" speech"
383,1946,"Speaking on 5 March 1946 in the company of President Truman at Westminster College in Fulton, Missouri, Churchill declared:  From Stettin in the Baltic to Trieste in the Adriatic, an Iron Curtain has descended across the continent.",Leader of the Opposition: 1945–1951,"""Iron Curtain"" speech"
384,1930," Churchill was an early proponent of pan-Europeanism, having called for a ""United States of Europe"" in a 1930 article.",Leader of the Opposition: 1945–1951,Politics
385,1949,"He supported the creations of the Council of Europe in 1949 and the European Coal and Steel Community in 1951, but his support was always with the firm proviso that Britain must not actually join any federal grouping.",Leader of the Opposition: 1945–1951,Politics
386,1913,"As a minister in 1913 and again in 1921, he suggested that Ulster should be part of a united Ireland, but with a degree of autonomy from an independent Irish government.",Leader of the Opposition: 1945–1951,Politics
387,1950,"Labour won the 1950 general election, but with a much-reduced majority.",Leader of the Opposition: 1945–1951,Politics
388,1930," Churchill was an early proponent of pan-Europeanism, having called for a ""United States of Europe"" in a 1930 article.",Leader of the Opposition: 1945–1951,Politics
389,1949,"He supported the creations of the Council of Europe in 1949 and the European Coal and Steel Community in 1951, but his support was always with the firm proviso that Britain must not actually join any federal grouping.",Leader of the Opposition: 1945–1951,Politics
390,1913,"As a minister in 1913 and again in 1921, he suggested that Ulster should be part of a united Ireland, but with a degree of autonomy from an independent Irish government.",Leader of the Opposition: 1945–1951,Politics
391,1950,"Labour won the 1950 general election, but with a much-reduced majority.",Leader of the Opposition: 1945–1951,Politics
392,1953," Churchill with Queen Elizabeth II, Prince Charles and Princess Anne, 10 February 1953 Despite losing the popular vote to Labour, the Conservatives won an overall majority of 17 seats in the October 1951 general election and Churchill again became Prime Minister, remaining in office until his resignation on 5 April 1955.",Prime Minister: 1951–1955,Election result and cabinet appointments
393,1954,"He achieved the target and, in October 1954, was promoted to Minister of Defence.",Prime Minister: 1951–1955,Election result and cabinet appointments
394,1953," Churchill with Queen Elizabeth II, Prince Charles and Princess Anne, 10 February 1953 Despite losing the popular vote to Labour, the Conservatives won an overall majority of 17 seats in the October 1951 general election and Churchill again became Prime Minister, remaining in office until his resignation on 5 April 1955.",Prime Minister: 1951–1955,Election result and cabinet appointments
395,1954,"He achieved the target and, in October 1954, was promoted to Minister of Defence.",Prime Minister: 1951–1955,Election result and cabinet appointments
396,1951,"By December 1951, George VI had become concerned about Churchill's decline and intended asking him to stand down in favour of Eden, but the King had his own serious health issues and died on 6 February 1952 without making the request.",Prime Minister: 1951–1955,Health issues to eventual resignation
397,1953,"Churchill developed a close friendship with Elizabeth II and, in the spring of 1953, he accepted the Order of the Garter at her request.",Prime Minister: 1951–1955,Health issues to eventual resignation
398,1953,He was knighted as Sir Winston on 24 April 1953.,Prime Minister: 1951–1955,Health issues to eventual resignation
399,1953,"It was widely expected that he would retire after the Queen's Coronation in June 1953 but, after Eden became seriously ill, Churchill increased his own responsibilities by taking over at the Foreign Office.",Prime Minister: 1951–1955,Health issues to eventual resignation
400,1953,"On the evening of 23 June 1953, Churchill suffered a serious stroke and became partially paralysed down one side.",Prime Minister: 1951–1955,Health issues to eventual resignation
401,1955,He retired as Prime Minister in April 1955 and was succeeded by Eden.,Prime Minister: 1951–1955,Health issues to eventual resignation
402,1951,"By December 1951, George VI had become concerned about Churchill's decline and intended asking him to stand down in favour of Eden, but the King had his own serious health issues and died on 6 February 1952 without making the request.",Prime Minister: 1951–1955,Health issues to eventual resignation
403,1953,"Churchill developed a close friendship with Elizabeth II and, in the spring of 1953, he accepted the Order of the Garter at her request.",Prime Minister: 1951–1955,Health issues to eventual resignation
404,1953,He was knighted as Sir Winston on 24 April 1953.,Prime Minister: 1951–1955,Health issues to eventual resignation
405,1953,"It was widely expected that he would retire after the Queen's Coronation in June 1953 but, after Eden became seriously ill, Churchill increased his own responsibilities by taking over at the Foreign Office.",Prime Minister: 1951–1955,Health issues to eventual resignation
406,1953,"On the evening of 23 June 1953, Churchill suffered a serious stroke and became partially paralysed down one side.",Prime Minister: 1951–1955,Health issues to eventual resignation
407,1955,He retired as Prime Minister in April 1955 and was succeeded by Eden.,Prime Minister: 1951–1955,Health issues to eventual resignation
408,1952," Churchill with Anthony Eden, Dean Acheson and Harry Truman, 5 January 1952 Churchill feared a global conflagration and firmly believed that the only way to preserve peace and freedom was to build on a solid foundation of friendship and co-operation between Britain and America.",Prime Minister: 1951–1955,Foreign affairs
409,1952,He made four official transatlantic visits from January 1952 to July 1954.,Prime Minister: 1951–1955,Foreign affairs
410,1952,"Churchill had been obliged to recognise Colonel Nasser's revolutionary government of Egypt, which took power in 1952.",Prime Minister: 1951–1955,Foreign affairs
411,1954,"Much to Churchill's private dismay, agreement was reached in October 1954 on the phased evacuation of British troops from their Suez base.",Prime Minister: 1951–1955,Foreign affairs
412,1956,"In addition, Britain agreed to terminate its rule in Anglo-Egyptian Sudan by 1956, though this was in return for Nasser's abandonment of Egyptian claims over the region.",Prime Minister: 1951–1955,Foreign affairs
413,1948,"Elsewhere, the Malayan Emergency, a guerrilla war fought by Communist fighters against Commonwealth forces, had begun in 1948 and continued past Malayan independence (1957) until 1960.",Prime Minister: 1951–1955,Foreign affairs
414,1952,Churchill's government maintained the military response to the crisis and adopted a similar strategy for the Mau Mau Uprising in British Kenya (1952–1960).,Prime Minister: 1951–1955,Foreign affairs
415,1953,"After Stalin died on 5 March 1953, Churchill sought a summit meeting with the Soviets but Eisenhower refused out of fear that the Soviets would use it for propaganda.",Prime Minister: 1951–1955,Foreign affairs
416,1953,Churchill hosted Eisenhower to no avail at the Three-Powers Bermuda Conference (with French Prime Minister Joseph Laniel being the third participant) in December 1953; they met again in June/July 1954 at the White House.,Prime Minister: 1951–1955,Foreign affairs
417,1955,"In the end, it was the Soviets who proposed a four-power summit, but it did not meet until 18 July 1955, three months after Churchill had retired.",Prime Minister: 1951–1955,Foreign affairs
418,1952," Churchill with Anthony Eden, Dean Acheson and Harry Truman, 5 January 1952 Churchill feared a global conflagration and firmly believed that the only way to preserve peace and freedom was to build on a solid foundation of friendship and co-operation between Britain and America.",Prime Minister: 1951–1955,Foreign affairs
419,1952,He made four official transatlantic visits from January 1952 to July 1954.,Prime Minister: 1951–1955,Foreign affairs
420,1952,"Churchill had been obliged to recognise Colonel Nasser's revolutionary government of Egypt, which took power in 1952.",Prime Minister: 1951–1955,Foreign affairs
421,1954,"Much to Churchill's private dismay, agreement was reached in October 1954 on the phased evacuation of British troops from their Suez base.",Prime Minister: 1951–1955,Foreign affairs
422,1956,"In addition, Britain agreed to terminate its rule in Anglo-Egyptian Sudan by 1956, though this was in return for Nasser's abandonment of Egyptian claims over the region.",Prime Minister: 1951–1955,Foreign affairs
423,1948,"Elsewhere, the Malayan Emergency, a guerrilla war fought by Communist fighters against Commonwealth forces, had begun in 1948 and continued past Malayan independence (1957) until 1960.",Prime Minister: 1951–1955,Foreign affairs
424,1952,Churchill's government maintained the military response to the crisis and adopted a similar strategy for the Mau Mau Uprising in British Kenya (1952–1960).,Prime Minister: 1951–1955,Foreign affairs
425,1953,"After Stalin died on 5 March 1953, Churchill sought a summit meeting with the Soviets but Eisenhower refused out of fear that the Soviets would use it for propaganda.",Prime Minister: 1951–1955,Foreign affairs
426,1953,Churchill hosted Eisenhower to no avail at the Three-Powers Bermuda Conference (with French Prime Minister Joseph Laniel being the third participant) in December 1953; they met again in June/July 1954 at the White House.,Prime Minister: 1951–1955,Foreign affairs
427,1955,"In the end, it was the Soviets who proposed a four-power summit, but it did not meet until 18 July 1955, three months after Churchill had retired.",Prime Minister: 1951–1955,Foreign affairs
428,1964,"After leaving the premiership, Churchill remained an MP until he stood down at the 1964 general election.",Later life: 1955–1965,Retirement: 1955–1964
